query_id,customer_text,source_timestamp,source_split,gold_intent,intent_annotation_method,expected_resolution,resolution_source,resolution_confidence,gold_retrieval_relevance,gold_auto_handle_decision,decision_reason,difficulty,annotation_source,human_reviewed
connectivity_021,"@115858 since the High Sierra update, the wifi is connecting and disconnecting...",,validation,connectivity,candidate_label,"@757157 We're glad to help. Does this happen on more than one Wi-Fi network? Also, does this continue after restarting? What exact version of macOS are you running? Find that in your Apple () menu &g",historical_response,0.85,,,,medium,automated,False
connectivity_022,@115858 @AppleSupport #iPhone 8 out of box Wifi not working. Is there a real fix. Frustrating. #appleindia,,validation,connectivity,candidate_label,"@770204 That's definitely not behavior we expect from a new iPhone. No worries though, you have our commitment to help! Are you unable to toggle Wi-Fi on, or don't see any networks in range?",historical_response,0.85,,,,medium,automated,False
connectivity_023,@AppleSupport iOS 11.1.2 on iPhone 8 Plus: big #problems with #Bluetooth . It often disconnect from my car stereo.,,validation,connectivity,candidate_label,@756447 We'd like to help! Send us a DM with the country that you are located in to proceed. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
connectivity_024,@AppleSupport After $1296.84!!! I opened my iPhone x; which doesn’t connect to any WiFi!😓 I reset it 3 times!!!  Still not working. Great job Apple. 😒😏🤬,,validation,connectivity,candidate_label,"@739040 We know it's important for your iPhone X to connect to Wi-Fi, and we're happy to help out. To start, check out these steps: https://t.co/sXbhzfS2lM DM us if the issue persists, and we'll go fr",historical_response,0.85,,,,medium,automated,False
data_backup_000,@AppleSupport Contacts app on my MacBook is not working well to sync online and devices 😞 I turned off all the accounts and turned them back on 10 times! HELP ME PLEASE!,,validation,data_backup,candidate_label,@128119 We'll respond to your DM shortly. Look for us there.,historical_response,0.85,,,,medium,automated,False
data_backup_001,"I heard that @115858’s latest OS update, High Sierra, made Time Machine malfunction. This is true: not only do my backup attempts fail, but now my Mac Air’s processing speed is straight out of the 90’s.",,validation,data_backup,candidate_label,@746429 We certainly do not like to hear that. Please send us a DM and we will look into this together. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
data_backup_002,"Thanks @115858 ...restored to iPhone X from iCloud backup, lost 2yrs worth of photos and about 90% of my music. Fucking useless",,validation,data_backup,candidate_label,@466631 We know how valuable your photos and music are. Send us a DM and we can look into this with you. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
data_backup_003,@AppleSupport To whoever worked w/me last night setting up my new phone.Thanks for having me erase my old phone+then backing it up so many times - we lost the real backup. I will never get the 6 hours back I have spent on this matter+text+pictures lost. #EpicFail #Fail,,validation,data_backup,candidate_label,@224374 We want to help. Join us in DM using this link: https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
data_backup_004,"So the other day when I plugged my iPhone into my laptop to put new music on it, it tried to restore or whatever that means - it failed and now all my photos are corrupted and I can’t upload any and they’ve gone blurry. @115858 got any advice?",,validation,data_backup,candidate_label,"@374872 Let's take a look into this together, we know how important photos are to us all. To help you with this issue more accurately, Which version of iOS is installed on your iPhone? You can find ou",historical_response,0.85,,,,medium,automated,False
data_backup_005,"@AppleSupport Apple Watch Series 2 and 4.1 - this isn’t the first time it’s happened either, workouts occasionally fail to sync and it’s so annoying",,validation,data_backup,candidate_label,"@695806 When you say it fails to sync, do you mean that they're not recording on the Watch itself, the Activity app on your iPhone, or both? https://t.co/GDrqU2kzhr",historical_response,0.85,,,,medium,automated,False
data_backup_006,"Thanks @115858 @AppleSupport for the bad iPhone 8+ wouldn't backup to computer, then completely bricked while updating and need to completely restore....but wait, failed to restore....awesome..",,validation,data_backup,candidate_label,"@134145 You have reached out to the right place, we can't wait for your iPhone to be up and running again. Did you get any error messages during the restore? Please DM us. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
data_backup_007,@115858 I lost all of my data because of the new update 😭 why and who can I restore my pictures?,,validation,data_backup,candidate_label,@668131 We'd be happy to look into this with you. We know how important your pictures are. Please DM us which device and software you’re using. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
data_backup_008,@AppleSupport This happens within all apps. I have a backup. I did a factory reset and can even pass through the initial configuration because tapping on buttons won't respond sometimes.,,validation,data_backup,candidate_label,@766815 Does the device have any physical or liquid damage to it? When resetting the device did you use a backup or restore your phone as new?,historical_response,0.85,,,,medium,automated,False
data_backup_009,"@115858 @AppleSupport Your latest update bricked my iPhone X.  When I try to restore pics from iCloud, it's not working and my last hard backup was November 2nd on my old phone.  I lost pictures and videos so thanks for already having a colossal screwup 10 days I bought it.",,validation,data_backup,candidate_label,@189057 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
data_backup_010,"Hey @AppleSupport my iPhone wouldn't boot. ITunes restore fails as it asks me to enter the pass code (on a dead phone). Where can I get support in Lausanne, Switzerland?",,validation,data_backup,candidate_label,"@668757 Let's work together to get your iPhone powered back on. To start, try following the steps here: https://t.co/o7nB3pXfMv

Be sure to follow the steps for your device model as some models have a",historical_response,0.85,,,,medium,automated,False
data_backup_011,@AppleSupport my iPhone 7 has disabled itself when I wasn't even using it &amp; now has restored itself. the only reason why I am so upset is because I've lost everything from seeing @132161 on Monday night! photo and videos. everything. I'm beside myself. 😭😭 absolutely gutted,,validation,data_backup,candidate_label,@717028 We'd definitely like to help. Are you referring to your passcode being disabled or Activation Lock? Let us know in DM and we can continue to help.,historical_response,0.85,,,,medium,automated,False
data_backup_012,@AppleSupport ok lads can you please tell me why when I tried to update to ios 11 it failed due to an error and needs me to restore my phone to factory settings but when I try to restore it that ALSO fails due to an error so now my phone is just a vegetable :))))) FIX this,,validation,data_backup,candidate_label,"@740632 We'll be happy to help out with the issues happening to your iPhone during the update. Please DM us, and let us know if these steps help: https://t.co/3HP37TwlIP We'll work with you on resolvi",historical_response,0.85,,,,medium,automated,False
data_backup_013,Did the latest update and lost EVERY photo. I guess those backups are pointless @115858 thanks 👍🏼,,validation,data_backup,candidate_label,@672995 We know how important it is to have your photos. We'd like to assist you with this. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
data_backup_014,"@AppleSupport Yes, restored as new from the phone (not itunes). I can't get a code from the trusted device, because the code isn't coming through to my phone because it's being set up essentially as a new phone, and it wont come through on my mac because my mac won't log in to my account.",,validation,data_backup,candidate_label,"@670443 Thanks for confirming. Let's meet up in DM, and we'll take a closer look into this with you. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
data_backup_015,"@AppleSupport It’s the only one. And also, @123196 app often fails to sync my incoming @120366 mail. I receive a notification but the mail doesn’t appear.",,validation,data_backup,candidate_label,"@776006 Thanks for those details. Is this happening over both Wi-Fi and cellular? Join us in DM with the answer, we can look into this there. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
data_backup_016,"@AppleSupport tried to update my iPhone 6S to iOS 11.1.2 today and it has completely bricked my phone, plug it into iTunes and it fails to restore. WTF do I do now?",,validation,data_backup,candidate_label,@746925 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
data_backup_017,spent the last 2-3 weeks resetting my #iphone7 5 times daily to stop apps from #crashing and freezing the phone. #ios update tonight: 11.1.2 shits the bed and forces the full restore. #thanksapple #POSiOS #iOS11 #crashOS #lostallmyshit @AppleSupport @115858,,validation,data_backup,candidate_label,@764985 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
data_backup_018,"@AppleSupport New ipod, trying to import my library but itunes won't sync or log me into my acct. It recognizes my device but won't let me actually do anything. Last time I was able to es in April. I have Windows Vista. Is that why I can't do anything?",,validation,data_backup,candidate_label,@686593 Which iPod do you have? Is the music you want to sync purchased from the iTunes Store?,historical_response,0.85,,,,medium,automated,False
data_backup_019,"@AppleSupport  new update just ""bricked"" my phone.  Won't update, wont restore!  Connected to the computer for update #fantastic",,validation,data_backup,candidate_label,@684182 We want to help! Were you able to update the device after you connected it to a computer? Let us know and we'll do our best to assist.,historical_response,0.85,,,,medium,automated,False
data_backup_020,".@AppleSupport my phone automatically installed an update last night and it won't finish (waited 4+ hours on one try, 5 tries in total over 8 hrs). I put my phone in recovery mode but cannot update/restore via iTunes. Is there any way to fix w/o sending my phone in for repair?",,validation,data_backup,candidate_label,@699773 We're here for you. What happens when you try to update or restore in iTunes?,historical_response,0.85,,,,medium,automated,False
data_backup_021,Every time I attempt to update my phone it takes HOURS... something happens leading me to restore...I try to back up my phone on my laptop but my disk is full. I try to clear my disk and it fails. The struggle is real @AppleSupport,,validation,data_backup,candidate_label,@732347 Hey there. We'd like to help with your issues. Are you updating your device via iTunes or Settings? Let us know in DM. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
data_backup_022,Spent 5 hours backing up &amp; trying to restore my new iPhone - it won't work.  Cue @AppleSupport sending me a generic how to link that doesn't address the problem.  I should give up on Apple.,,validation,data_backup,candidate_label,@761381 We're very glad you contacted us for assistance. We'd like to gain a better understanding of your issue. Please tell us a little more about what's going on. The more information you are able t,historical_response,0.85,,,,medium,automated,False
data_backup_023,@AppleSupport The results weren’t good because I lost all my data and i had to restore my backup that was made 10 days ago. I lost an important data,,validation,data_backup,candidate_label,@677813 We'd like to continue working on this with you. Please send us a DM and we'd be happy to continue from there. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
complaint_feedback_000,Day 70 something of apples terrible freezing IOS11 software and today I can’t even tell the time. #dontbuyapple @AppleSupport @115858 https://t.co/mhIe29ATnH,,validation,complaint_feedback,candidate_label,@416680 We'd like to look into this with you. Could you join us in DM with more info? https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
complaint_feedback_001,@AppleSupport WTF is this?? Ever since I updated my phone links to Safari won’t work. #useless #ihateapple #whybother #movingtoandroid https://t.co/QxTcOVz7dJ,,validation,complaint_feedback,candidate_label,@754032 We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
complaint_feedback_002,i literally have a new problem w @118721 once a week like get ur shit together @115858 or im switching over to @122609 cus im fuckin sick of it ok,,validation,complaint_feedback,candidate_label,@700040 We're not happy to hear you're having continuous issues with iTunes. We'd love the opportunity to explore the issue in more detail in hopes to gain a resolution. Meet up with us in DM with mor,historical_response,0.85,,,,hard,automated,False
complaint_feedback_003,@115858 can y’all get your shit together? i’m sick of going through a 2 week process of trying to gain access of an icloud account and in the end still not having access to this account which had years worth of pictures.,,validation,complaint_feedback,candidate_label,@768340 Our Account Security team can look into this with you. You can reach out to them here https://t.co/UJm15vmMM2,historical_response,0.85,,,,hard,automated,False
complaint_feedback_004,"Right on cue, my iphone7 battery starts draining faster and faster. I swear @115858 your battery tech SUCKS!!",,validation,complaint_feedback,candidate_label,"@386203 Battery life is important to have as long as possible and we'd like to help accomplish that for you. When did you notice that your battery was draining quicker than before?

Was it after an up",historical_response,0.85,,,,hard,automated,False
complaint_feedback_005,Hey #iphone  @AppleSupport When Will the new Iphone 📱 update be available? I am so sick of not being able to do things properly… Up to and including simply typing the letter “I” properly 🙄😩 https://t.co/0v0deBqPRb,,validation,complaint_feedback,candidate_label,"@672405 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back u",historical_response,0.85,,,,hard,automated,False
complaint_feedback_006,.@AppleSupport ICYMI the podcast app sucks so bad now that people are giving up on listening to their favorite shows https://t.co/U7uyRGXvSw,,validation,complaint_feedback,candidate_label,@685615 We value feedback and suggestions. Tell us more here: https://t.co/eTPVYVFyd8,historical_response,0.85,,,,hard,automated,False
complaint_feedback_007,@690156 @115858 @115890 I may have to. It sucks bc I am 100% Apple girl all the way and have spent A LOT of money with them. Now there is a pop up asking for my confidential information?! I am so mad right now,,validation,complaint_feedback,candidate_label,@189924 We'd like to help. We want you to have a good experience with your devices. Send us a DM and we can look into this together. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
complaint_feedback_008,@AppleSupport battery life on iPhone 7 after the update to iOS 11.1.1 sucks big time :/,,validation,complaint_feedback,candidate_label,"@668664 We can get to the bottom of this together. It's good to see that your iPhone is up to date, do you have any app updates available? To check, open the App Store and tap ""Updates"".",historical_response,0.85,,,,hard,automated,False
complaint_feedback_009,I️ am so over this @115858 iPhone glitch with the “I️” not showing up properly. Just sent an email and I️t looks terrible with all of these blocks inserted replacing all the “I’s” #fixitalready,,validation,complaint_feedback,candidate_label,"@672499 Thanks for reaching out! We've released iOS 11.1.1 which addresses this issue. Learn more, here: https://t.co/xXaXeeSRt9 Let us know if this helps.",historical_response,0.85,,,,hard,automated,False
complaint_feedback_010,i’m sick and tired of seeing an exclamation point everywhere. figure it out and fix your shit @115858,,validation,complaint_feedback,candidate_label,@670213 We've recently released an update to fix this. We do recommend creating a current backup of the data on your device before updating. Here's more about the new update: https://t.co/xU1AGHStV6 D,historical_response,0.85,,,,hard,automated,False
complaint_feedback_011,Just updated my apple sortware on my phone..... instant regret. This is terrible. I don’t want this @115858,,validation,complaint_feedback,candidate_label,@678709 We’re happy to help with any complications you’re facing after updating. Could you let us know more details via a DM? We’ll move forward from there. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
complaint_feedback_012,Ok what the fuck is this new thing that “it” autocorrects to “I.t” @115858 I’m so sick of this shit,,validation,complaint_feedback,candidate_label,@478575 We’re glad you reached out. Let us know which version of iOS you’re currently running in DM. We’ll continue working with you there. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
complaint_feedback_013,@115858 FIX THIS GLITCH. I️ AM SO SICK OF NOT BEING ABLE TO USE THE LETTER i!!!!!! that is all,,validation,complaint_feedback,candidate_label,"@440417 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",historical_response,0.85,,,,hard,automated,False
complaint_feedback_014,@AppleSupport Spotlight in iOS 10 was fantastic and a great app launcher; so why is Search in iOS 11 so awful?  Half the time it won’t even search for apps on my phone.,,validation,complaint_feedback,candidate_label,@275265 We want to help. Please tell us the exact version of iOS 11 you have installed on your device. You'll see this in Settings &gt; General &gt; About.,historical_response,0.85,,,,hard,automated,False
complaint_feedback_015,Hate my phone constantly restarting like @115858 @AppleSupport,,validation,complaint_feedback,candidate_label,@779808 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU2kzhr,historical_response,0.85,,,,hard,automated,False
complaint_feedback_016,@116333 Thats terrible. I can’t upload photos on Instagram anymore. My son can’t tune his guitar. And Apple support at twitter has only...,,validation,complaint_feedback,candidate_label,@666997 Thanks for reaching out to us for this! Send us a DM so that we can take a look at it for you. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
complaint_feedback_017,"Dear @115858 &amp; @AppleSupport 

When can we expect this 
I = I️ and I = I️t problem to be taken care of? 

I’m sick of having to correct this error before every message I️ send out",,validation,complaint_feedback,candidate_label,"@718874 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/tHicJHB57O",historical_response,0.85,,,,hard,automated,False
complaint_feedback_018,@AppleSupport I have an old itunes -hubby uses-account and a new-I use- family sharing will not meld the 2 different purchase- for years i've asked 4 help- yesterday had terrible phone connection with your techs &amp; horrible tormenting on hold music STILL no answer-please advise :(,,validation,complaint_feedback,candidate_label,@709679 We'd like to look into this with you. Please join us in DM here: https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
complaint_feedback_019,@115858 @AppleSupport  It’s incredible that after the upgrade of IOS the battery of my phone only have 6 hours life. #IOS11sucks,,validation,complaint_feedback,candidate_label,"@716708 We'd like to help with your battery. Which software version are you using? Also, if you navigate to Settings &gt; Battery, do you see a message there stating that your battery may need to be s",historical_response,0.85,,,,hard,automated,False
complaint_feedback_020,@AppleSupport And my I️s keep changing to that stupid symbol I️ hate my life!!!,,validation,complaint_feedback,candidate_label,@707797 We'd like to assist you with both issues. Please meet us in DM to proceed. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
complaint_feedback_021,"Welp 11.1.1 broke my phone again. Thanks @AppleSupport  Droid sucks, apple has taken a dump with the 11 release. Back to flip phone I guess.",,validation,complaint_feedback,candidate_label,@717640 We'd like to help. What issues are you experiencing on your phone after updating to iOS 11.1.1? Let us know in DM and we can work together. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
complaint_feedback_022,Really @115858 ? Over a month after the reales of the IPhone 8 and we still have terrible glitches and a question mark anytime I️ try to type I️,,validation,complaint_feedback,candidate_label,@620822 We have some great news. We've recently released an update which should address the autocorrect issue. You can read more here: https://t.co/xXaXeeSRt9,historical_response,0.85,,,,hard,automated,False
complaint_feedback_023,@170467 @115858 like seriously. I️ can’t keep dealing with this I️ hate my I️ phone,,validation,complaint_feedback,candidate_label,"@715346 We're here to help. Tell us more about what's happening with your iPhone and we'll see how we can help. Be sure to let us know which iPhone you have, and the iOS version number it's running. Y",historical_response,0.85,,,,hard,automated,False
complaint_feedback_024,@115858 every time I type a capital “I” it shows up funny. This update that changed everything SUCKS.,,validation,complaint_feedback,candidate_label,"@554075 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back u",historical_response,0.85,,,,hard,automated,False
other_unclear_000,@AppleSupport can you tell me why my groups are disappearing? https://t.co/aGVsXOhmtV,,validation,other_unclear,candidate_label,@693687 Let’s take a look at this for you. Is this happening with the same apps or random ones? Which iOS version are you using in Settings &gt; General &gt; About?,historical_response,0.85,,,,hard,automated,False
other_unclear_001,"Also, @115858 please fix this glitch. It looks like I’m coding but really just trying to tweet with the letter i!!",,validation,other_unclear,candidate_label,"@670000 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6 DM if you s",historical_response,0.85,,,,hard,automated,False
other_unclear_002,@AppleSupport só queria que minhas notificações voltassem a aparecer normalmente 😔,,validation,other_unclear,candidate_label,"@667801 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",historical_response,0.85,,,,hard,automated,False
other_unclear_003,@AppleSupport faudrait peut être que je reçois le nouveau avant ? https://t.co/HreDYV9qyS,,validation,other_unclear,candidate_label,@743065 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,historical_response,0.85,,,,hard,automated,False
other_unclear_004,@AppleSupport yes,,validation,other_unclear,candidate_label,"@672996 Thanks for trying that. DM us, and we'll look into this deeper. https://t.co/GDrqU22YpT",historical_response,0.85,,,,hard,automated,False
other_unclear_005,@AppleSupport It’s literally touching https://t.co/IFQnnCVp9s,,validation,other_unclear,candidate_label,@754003 We generally suggest a restart at the beginning because of how many odd things it can resolve. The text here on your lock screen does seem to be too close; it should be spaced more evenly. Let,historical_response,0.85,,,,hard,automated,False
other_unclear_006,"@AppleSupport Hey, how come when I got up I found my iPhone (7 plus) look like this? I tried everything to turn it in but nothing happened. I also tried to install the old versions using the laptop but it didn’t work. So, what can I do? https://t.co/CU6NP9RYu5",,validation,other_unclear,candidate_label,"@732337 Let's get your phone back up and running! It sounds like you've already done a good bit of troubleshooting on your own; just so we're clear on what's been done so far, can you let us know if y",historical_response,0.85,,,,hard,automated,False
other_unclear_007,@AppleSupport The graphics card on our 2009 model has gone out. Need to buy new and transfer data from old machine.,,validation,other_unclear,candidate_label,"@684943 Thanks for confirming that. To purchase a new Mac, an appointment would not be needed. The Apple Store would also be able to help you with setting up the new Mac as well.",historical_response,0.85,,,,hard,automated,False
other_unclear_008,That new @115858 #iOS update came through!! No more freaky “I” issues or the need for shortcuts. Thank you ☺️,,validation,other_unclear,candidate_label,@166996 We're super happy to hear that worked out. Please reach out here if we can be of additional service.,historical_response,0.85,,,,hard,automated,False
other_unclear_009,"Dear @115858, how long will you still ignore me and all those people out there complaining about how iOS 11 f***ed up our batteries?!? Please stop laughing at us, I won’t buy a new iPhone, not anymore. Fix this problem!! #Apple",,validation,other_unclear,candidate_label,@449851 We'd be happy to assist with your battery today. Send us a DM to get started. https://t.co/GDrqU2kzhr,historical_response,0.85,,,,hard,automated,False
other_unclear_010,"@AppleSupport Restarting didn't help, but connecting to iTunes did. Now on iOS 11.1.1 Thanks.",,validation,other_unclear,candidate_label,@384159 Fantastic! Thanks for keeping us posted. Feel free to reach out if any questions come up.,historical_response,0.85,,,,hard,automated,False
other_unclear_011,@AppleSupport fix ya shit I’m tired of saying I️,,validation,other_unclear,candidate_label,"@760782 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",historical_response,0.85,,,,hard,automated,False
other_unclear_012,@AppleSupport Received this today. The wrong time sparked concern about a possible phishing scam. https://t.co/2v0GPuc0TI,,validation,other_unclear,candidate_label,"@186876 Thanks for bringing this to our attention. Let's meet in DM to gather a few more details. In the meanwhile, be sure not to click any links or input any personal information. If you have alread",historical_response,0.85,,,,hard,automated,False
other_unclear_013,Hey @115858 @AppleSupport please explain how/why my phone now goes from 100% to 20% in two hours without being used?! #garbage,,validation,other_unclear,candidate_label,@436510 We want to help. DM us which iOS version you have and how long this issue has been going on now. We'll be happy to look into why this is happening with you. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
other_unclear_014,@AppleSupport I'm trying to get my money that somebody took off my account hacked it something and I'm trying to get my money back going on 3 weeks,,validation,other_unclear,candidate_label,"@732672 Hey, we'd like to learn more about what's going on so that we can get you pointed in the right direction. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",historical_response,0.85,,,,hard,automated,False
other_unclear_015,@AppleSupport thank u!,,validation,other_unclear,candidate_label,@717348 We’re glad to hear that things are working as expected again. We're here for you if you should need us again.,historical_response,0.85,,,,hard,automated,False
other_unclear_016,@AppleSupport My phones keyboard has started auto translating the letter I into I️! Please help,,validation,other_unclear,candidate_label,@639418 We've got you covered!  Let us know whether this helps: https://t.co/xXaXefaskH,historical_response,0.85,,,,hard,automated,False
other_unclear_017,@AppleSupport I am using 11.1.1,,validation,other_unclear,candidate_label,"@485855 Alright, thanks for confirming. Let's take a look at the steps in this article to see if these tips and tricks can improve your battery life: https://t.co/bivpdfBNJ6",historical_response,0.85,,,,hard,automated,False
other_unclear_018,@AppleSupport IOS 11.2,,validation,other_unclear,candidate_label,@734396 Let's get together in DM to continue working on this issue. You can join us there by clicking on the following link. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
other_unclear_019,@AppleSupport is it customary to have a phone sent in and have a refurbished phone returned to you?,,validation,other_unclear,candidate_label,@545297 Hey there. We'd like to help. Please share with us in DM why your iPhone was sent in for repair to continue. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
other_unclear_020,my phone keeps going crazy wtf @115858,,validation,other_unclear,candidate_label,@748062 Hey there! What's going on with your phone? Let us know in a DM. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
other_unclear_021,"@AppleSupport So when I switched to my Apple Watch. The left AirPod worked. I grabbed my phone and kept it on me, then only the right side worked. I spend my money on Apple to have products that seamlessly work with each other. Not the case so far.",,validation,other_unclear,candidate_label,@506550 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
other_unclear_022,@AppleSupport @115858 will you be fixing this annoying issue with the keyboard and the letter “I”,,validation,other_unclear,candidate_label,"@696951 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",historical_response,0.85,,,,hard,automated,False
other_unclear_023,"@AppleSupport MKQC2LL/A + v11.1.1 (15B150). I also have 21gb of 64gb available, so this is not a RAM issue.",,validation,other_unclear,candidate_label,"@678363 Terrific information, thank you for sharing it. When you notice the iPhone become unresponsive, are you able to do anything to get things moving again or is waiting it out the best option? Ple",historical_response,0.85,,,,hard,automated,False
other_unclear_024,Dear @AppleSupport why do you make it hard to get a Genius Bar appt? I have a crippled iPad &amp; I don't want to chat. I want to have it fixed.,,validation,other_unclear,candidate_label,@780789 Thank you for getting in touch with us. Can you tell us a bit more about what you're experiencing with your iPad? We'll be glad to help. Please DM us your answer. https://t.co/GDrqU22YpT,historical_response,0.85,,,,hard,automated,False
